Name,Popularity,Followers,Genres,Average_top_song_length_in_min,Spotify_ID,Spotify_URL
Angerfist,60,551852,"['hardcore', 'frenchcore', 'hardstyle', 'gabber', 'hardcore techno', 'speedcore', 'tekno']",3.29,4sQNUQjOYj9rV2sdfJ8laS,https://open.spotify.com/artist/4sQNUQjOYj9rV2sdfJ8laS
Ariana Grande,94,106864696,['pop'],3.5,66CXWjxzNUsdJxJ2JdwvnR,https://open.spotify.com/artist/66CXWjxzNUsdJxJ2JdwvnR
Alex Warren,89,2638197,[],3.12,0fTSzq9jAh4c36UVb4V7CB,https://open.spotify.com/artist/0fTSzq9jAh4c36UVb4V7CB
AURORA,76,4635184,"['norwegian pop', 'art pop']",3.5,1WgXqy2Dd70QQOU7Ay074N,https://open.spotify.com/artist/1WgXqy2Dd70QQOU7Ay074N
Adele,87,66072792,['soft pop'],4.27,4dpARuHxo51G3z768sgnrY,https://open.spotify.com/artist/4dpARuHxo51G3z768sgnrY
Antoon,60,223147,"['nederpop', 'hollands']",2.52,5sBoNBXFMzoZjgHLbQueeG,https://open.spotify.com/artist/5sBoNBXFMzoZjgHLbQueeG
Ashafar,60,226013,[],2.89,438nTuoZFCZCyBl33jE9dU,https://open.spotify.com/artist/438nTuoZFCZCyBl33jE9dU
Arctic Monkeys,88,31685581,"['indie', 'garage rock']",3.6,7Ln80lUS6He07XvHI8qqHH,https://open.spotify.com/artist/7Ln80lUS6He07XvHI8qqHH
Addison Rae,78,1264663,[],3.17,4gvjmrtzydbMpyJaXUtwvP,https://open.spotify.com/artist/4gvjmrtzydbMpyJaXUtwvP
Acda en de Munnik,57,164341,"['nederpop', 'hollands']",3.51,040Fqhc0l7a4MPeDx6cneh,https://open.spotify.com/artist/040Fqhc0l7a4MPeDx6cneh
A$AP Rocky,86,17173521,['rap'],3.54,13ubrt8QOOCPljQ2FL1Kca,https://open.spotify.com/artist/13ubrt8QOOCPljQ2FL1Kca
Andre Hazes,64,882552,"['hollands', 'nederpop']",3.55,04MtOUkmIDC4LAxDDBjrOY,https://open.spotify.com/artist/04MtOUkmIDC4LAxDDBjrOY
Anouk,56,387399,['nederpop'],3.9,6ltVunYjAAD70YtVO6rxvX,https://open.spotify.com/artist/6ltVunYjAAD70YtVO6rxvX
AC/DC,84,32033918,"['rock', 'hard rock', 'classic rock', 'rock and roll']",4.34,711MCceyCBcFnzjGY4Q7Un,https://open.spotify.com/artist/711MCceyCBcFnzjGY4Q7Un
Armin van Buuren,77,4524396,"['trance', 'progressive trance', 'progressive house', 'electronica', 'edm']",3.16,0SfsnGyD8FpIN4U4WCkBZ5,https://open.spotify.com/artist/0SfsnGyD8FpIN4U4WCkBZ5
Amy Winehouse,79,9706520,[],3.32,6Q192DXotxtaysaqNPy5yR,https://open.spotify.com/artist/6Q192DXotxtaysaqNPy5yR
ADF Samski,58,67314,[],2.92,5qeFPM2PZUCzcpkY4e4RC8,https://open.spotify.com/artist/5qeFPM2PZUCzcpkY4e4RC8
ABBA,83,14722065,[],4.22,0LcJLqbBmaGUft1e9Mm8HV,https://open.spotify.com/artist/0LcJLqbBmaGUft1e9Mm8HV
Avicii,83,23436726,['edm'],3.32,1vCWHaC5f2uS3yhpwWbIA6,https://open.spotify.com/artist/1vCWHaC5f2uS3yhpwWbIA6
Alles Kids,58,15688,"[""children's music""]",1.41,07DX1ovPdfcA492wXjR5yd,https://open.spotify.com/artist/07DX1ovPdfcA492wXjR5yd
Johann Sebastian Bach,79,4782683,"['classical', 'classical piano']",3.1,5aIqB5nVVvmFsvSdExz408,https://open.spotify.com/artist/5aIqB5nVVvmFsvSdExz408
Andrew Choi,88,129360,['k-pop'],2.92,7JBaynR7JFeniONqbnn1U4,https://open.spotify.com/artist/7JBaynR7JFeniONqbnn1U4
André Hazes Jr.,57,305041,"['hollands', 'nederpop']",3.32,5l2Xy4aUoJDRSpsYHyOumD,https://open.spotify.com/artist/5l2Xy4aUoJDRSpsYHyOumD
AUDREY NUNA,92,450924,[],3.37,0Wwji82sLA0Hcvtuak3omb,https://open.spotify.com/artist/0Wwji82sLA0Hcvtuak3omb
Ed Sheeran,93,122179560,['soft pop'],3.75,6eUKZXaKkcviH0Ku9w2n3V,https://open.spotify.com/artist/6eUKZXaKkcviH0Ku9w2n3V
Bob Vylan,54,175940,[],2.73,6XgIk9Y6qy6JCMZVime6DQ,https://open.spotify.com/artist/6XgIk9Y6qy6JCMZVime6DQ
Bente,62,37710,"['nederpop', 'hollands']",3.37,4U9nsRTH2mr9L4UXEWqG5e,https://open.spotify.com/artist/4U9nsRTH2mr9L4UXEWqG5e
Bad Bunny,99,100872156,"['reggaeton', 'trap latino', 'urbano latino', 'latin']",3.84,4q3ewBCX7sLwd24euuV69X,https://open.spotify.com/artist/4q3ewBCX7sLwd24euuV69X
Beéle,92,2879357,"['latin afrobeats', 'reggaeton', 'pop urbano']",2.92,7a0XAaPaK2aDSqa8p3QnC7,https://open.spotify.com/artist/7a0XAaPaK2aDSqa8p3QnC7
Brent Faiyaz,84,7806670,['r&b'],3.59,3tlXnStJ1fFhdScmQeLpuG,https://open.spotify.com/artist/3tlXnStJ1fFhdScmQeLpuG
Billie Eilish,94,117357047,[],3.86,6qqNVTkY8uBg9cP3Jd7DAH,https://open.spotify.com/artist/6qqNVTkY8uBg9cP3Jd7DAH
Broederliefde,66,569446,[],3.45,5GvMLzUp6tMBpaCbr903RN,https://open.spotify.com/artist/5GvMLzUp6tMBpaCbr903RN
Beyoncé,88,41000791,[],3.96,6vWDO969PvNqNYHIOW5v0m,https://open.spotify.com/artist/6vWDO969PvNqNYHIOW5v0m
BLACKPINK,86,55626060,['k-pop'],3.27,41MozSoPIsD1dJM0CLPjZF,https://open.spotify.com/artist/41MozSoPIsD1dJM0CLPjZF
Bankzitters,63,295072,[],2.29,1g9nyCbUH0kbNgXAsw7tUB,https://open.spotify.com/artist/1g9nyCbUH0kbNgXAsw7tUB
Bilal Wahib,60,78928,[],2.43,5wV3FoaNbDB6X9INuQvs1K,https://open.spotify.com/artist/5wV3FoaNbDB6X9INuQvs1K
Boef,65,1425652,[],3.2,0Jsk5iYMr5aNjHury7blm1,https://open.spotify.com/artist/0Jsk5iYMr5aNjHury7blm1
Beste Zangers,64,25060,"['hollands', 'nederpop']",3.26,5tOJq6eS9TQEya6rxFvfEa,https://open.spotify.com/artist/5tOJq6eS9TQEya6rxFvfEa
Burna Boy,84,13703140,"['afrobeats', 'afrobeat', 'afropop', 'afroswing', 'dancehall', 'afropiano']",3.12,3wcj11K77LjEY1PkEazffa,https://open.spotify.com/artist/3wcj11K77LjEY1PkEazffa
BLOK3,81,4679867,"['turkish hip hop', 'turkish pop']",2.85,1GMwSpFzrLd12jUX15bHB6,https://open.spotify.com/artist/1GMwSpFzrLd12jUX15bHB6
Bob Marley & The Wailers,83,13310665,"['reggae', 'roots reggae']",3.68,2QsynagSdAqZj3U9HgDzjD,https://open.spotify.com/artist/2QsynagSdAqZj3U9HgDzjD
Bruno Mars,93,74748443,[],3.71,0du5cEVh5yTK9QJze8zA0C,https://open.spotify.com/artist/0du5cEVh5yTK9QJze8zA0C
Benson Boone,88,6826305,[],3.14,22wbnEMDvgVIAGdFeek6ET,https://open.spotify.com/artist/22wbnEMDvgVIAGdFeek6ET
BLØF,63,404510,"['nederpop', 'hollands']",4.04,0KQX2wRHV2VLjuscfJFNxB,https://open.spotify.com/artist/0KQX2wRHV2VLjuscfJFNxB
Bizzey,62,388156,['moombahton'],2.77,5GIcOzVFTNnzArytjmTkW8,https://open.spotify.com/artist/5GIcOzVFTNnzArytjmTkW8
Black Sabbath,80,9649639,"['metal', 'heavy metal', 'rock', 'stoner rock', 'doom metal', 'hard rock']",5.5,5M52tdBnJaKSvOpJGz8mfZ,https://open.spotify.com/artist/5M52tdBnJaKSvOpJGz8mfZ
The Beatles,87,30545585,"['classic rock', 'psychedelic rock']",3.36,3WrFJ7ztbogyGnTHbHJFl2,https://open.spotify.com/artist/3WrFJ7ztbogyGnTHbHJFl2
Chris Brown,91,27896107,['r&b'],3.86,7bXgB6jMjp9ATFy66eO08Z,https://open.spotify.com/artist/7bXgB6jMjp9ATFy66eO08Z
Justin Bieber,96,84488396,[],3.28,1uNFoZAHBGtllmzznpCI3s,https://open.spotify.com/artist/1uNFoZAHBGtllmzznpCI3s
Chris Stussy,63,168800,"['house', 'tech house']",4.77,3BxjasMelf9pKaE4f7Y0So,https://open.spotify.com/artist/3BxjasMelf9pKaE4f7Y0So
CHO,60,101911,[],3.25,0YPIovtLh5msFPFuCcn30R,https://open.spotify.com/artist/0YPIovtLh5msFPFuCcn30R
CC,45,2281,[],2.33,0zD2BPEqmxke9Dd0GtgthT,https://open.spotify.com/artist/0zD2BPEqmxke9Dd0GtgthT
Cardi B,84,25822519,[],3.39,4kYSro6naA4h99UJvo89HB,https://open.spotify.com/artist/4kYSro6naA4h99UJvo89HB
Counting Crows,72,1944995,[],4.26,0vEsuISMWAKNctLlUAhSZC,https://open.spotify.com/artist/0vEsuISMWAKNctLlUAhSZC
Ceder,39,3215,[],2.55,4m9BUPqIW7bFZqYVh9rcDd,https://open.spotify.com/artist/4m9BUPqIW7bFZqYVh9rcDd
Cor,55,42016,[],2.84,66wqVYADY665LeMxs8nlk3,https://open.spotify.com/artist/66wqVYADY665LeMxs8nlk3
Chef'Special,55,187087,['folk pop'],3.24,7IiSLreTg1of8dDwxwiPw3,https://open.spotify.com/artist/7IiSLreTg1of8dDwxwiPw3
Cigarettes After Sex,87,17042567,['dream pop'],4.57,1QAJqy2dA3ihHBFIHRphZj,https://open.spotify.com/artist/1QAJqy2dA3ihHBFIHRphZj
Charli xcx,86,6139640,"['hyperpop', 'art pop']",3.29,25uiPmTg16RbhZWAqwLBy5,https://open.spotify.com/artist/25uiPmTg16RbhZWAqwLBy5
Central Cee,84,9455961,"['uk drill', 'drill', 'uk grime', 'grime']",2.71,5H4yInM5zmHqpKIoMNAx4r,https://open.spotify.com/artist/5H4yInM5zmHqpKIoMNAx4r
Coldplay,92,60273263,[],4.51,4gzpq5DPGxSnKTe4SA8HAU,https://open.spotify.com/artist/4gzpq5DPGxSnKTe4SA8HAU
Chappell Roan,87,7070048,[],3.62,7GlBOeep6PqTfFi59PTUUN,https://open.spotify.com/artist/7GlBOeep6PqTfFi59PTUUN
Céline Dion,79,10212942,['variété française'],4.8,4S9EykWXhStSc15wEx8QFK,https://open.spotify.com/artist/4S9EykWXhStSc15wEx8QFK
Clementine Douglas,76,57797,[],3.52,4DWuml4Jf6K81b5rAPwMb6,https://open.spotify.com/artist/4DWuml4Jf6K81b5rAPwMb6
Cité,59,12733,[],2.67,1IzmTWOBk33eqWZmWpxUqp,https://open.spotify.com/artist/1IzmTWOBk33eqWZmWpxUqp
Chavanté,57,55464,[],2.75,46hfNL2Bni5Ux8hCDMAjIN,https://open.spotify.com/artist/46hfNL2Bni5Ux8hCDMAjIN
Calvin Harris,89,23075204,['edm'],3.62,7CajNmpbOovFoOoasH2HaY,https://open.spotify.com/artist/7CajNmpbOovFoOoasH2HaY
Claude,58,141219,['nederpop'],3.0,205nyHBi0lspcUT37YqWom,https://open.spotify.com/artist/205nyHBi0lspcUT37YqWom
CYRIL,80,424052,[],2.91,11kt6ggsdxvI8MhyeSMKom,https://open.spotify.com/artist/11kt6ggsdxvI8MhyeSMKom
Calmly,88,61469,[],2.31,5OWksQm7ONWIGZqMXovSli,https://open.spotify.com/artist/5OWksQm7ONWIGZqMXovSli
Red Hot Chili Peppers,86,23046914,"['funk rock', 'alternative rock', 'rock']",4.5,0L8ExT028jH3ddEcZwqJJ5,https://open.spotify.com/artist/0L8ExT028jH3ddEcZwqJJ5
Phil Collins,80,7227710,['soft rock'],4.51,4lxfqrEsLX6N1N4OCSkILp,https://open.spotify.com/artist/4lxfqrEsLX6N1N4OCSkILp
d4vd,85,4573342,[],3.05,5y8tKLUfMvliMe8IKamR32,https://open.spotify.com/artist/5y8tKLUfMvliMe8IKamR32
Drake,99,101969155,['rap'],3.81,3TVXtAsR1Inumwj472S9r4,https://open.spotify.com/artist/3TVXtAsR1Inumwj472S9r4
Dual Damage,59,88480,"['hardstyle', 'hardcore', 'frenchcore']",2.83,05bETZtzSdUI5fconFIKRX,https://open.spotify.com/artist/05bETZtzSdUI5fconFIKRX
Deftones,86,7549197,"['nu metal', 'alternative metal', 'rap metal', 'shoegaze', 'rock']",4.49,6Ghvu1VvMGScGpOUJBAHNH,https://open.spotify.com/artist/6Ghvu1VvMGScGpOUJBAHNH
Djaga Djaga,55,102723,[],2.83,4mg1S6eUvRL9IZKzEShYB8,https://open.spotify.com/artist/4mg1S6eUvRL9IZKzEShYB8
Damiano David,77,823426,[],3.19,7AaGbSgUxJFuZ49VvclNH6,https://open.spotify.com/artist/7AaGbSgUxJFuZ49VvclNH6
DYSTINCT,74,796378,"['moroccan pop', 'raï']",2.95,1cKyknhftNKXCjMBd2hDrG,https://open.spotify.com/artist/1cKyknhftNKXCjMBd2hDrG
DI-RECT,53,192786,['nederpop'],3.56,0d1nFNO90pwRmCeeqjOx2Q,https://open.spotify.com/artist/0d1nFNO90pwRmCeeqjOx2Q
Doe Maar,54,143803,"['nederpop', 'hollands']",3.56,58hFVpwYRp8sQdtANcMpiE,https://open.spotify.com/artist/58hFVpwYRp8sQdtANcMpiE
Dave,78,6425868,"['grime', 'uk grime', 'uk drill', 'drill']",3.67,6Ip8FS7vWT1uKkJSweANQK,https://open.spotify.com/artist/6Ip8FS7vWT1uKkJSweANQK
Def,53,20375,[],2.01,7xSvzzpRGlGKyXVOI6IeWk,https://open.spotify.com/artist/7xSvzzpRGlGKyXVOI6IeWk
Doja Cat,89,34371179,[],3.53,5cj0lLjcoR7YOSnhnX0Po5,https://open.spotify.com/artist/5cj0lLjcoR7YOSnhnX0Po5
Dire Straits,81,8753306,['classic rock'],5.39,0WwSkZ7LtFUFjGjMZBMt6T,https://open.spotify.com/artist/0WwSkZ7LtFUFjGjMZBMt6T
Dua Lipa,89,46679971,['pop'],3.34,6M2wZ9GZgrQXHCFfjv46we,https://open.spotify.com/artist/6M2wZ9GZgrQXHCFfjv46we
Don Toliver,89,7303814,[],2.92,4Gso3d4CscCijv0lmajZWs,https://open.spotify.com/artist/4Gso3d4CscCijv0lmajZWs
Dean Lewis,79,4093327,[],3.0,3QSQFmccmX81fWCUSPTS7y,https://open.spotify.com/artist/3QSQFmccmX81fWCUSPTS7y
Dopebwoy,65,267776,[],2.73,6OQggpm01CmAB717TKtDCr,https://open.spotify.com/artist/6OQggpm01CmAB717TKtDCr
Dream Supplier,84,11939,[],2.31,6Cqtx9fpxzggIMuKn0RGCp,https://open.spotify.com/artist/6Cqtx9fpxzggIMuKn0RGCp
K3,63,317397,"[""children's music""]",3.52,1eZrOVQ8ady3sDTNdG9E4D,https://open.spotify.com/artist/1eZrOVQ8ady3sDTNdG9E4D
Tiësto,84,7944149,"['edm', 'trance', 'big room', 'house', 'dance']",2.73,2o5jDhtHVPhrJdv3cEQ99Z,https://open.spotify.com/artist/2o5jDhtHVPhrJdv3cEQ99Z
Lil Wayne,90,17735606,"['rap', 'hip hop']",4.62,55Aa2cqylxrFIXC767Z865,https://open.spotify.com/artist/55Aa2cqylxrFIXC767Z865
Disney,88,865964,[],3.21,3xvaSlT4xsyk6lY1ESOspO,https://open.spotify.com/artist/3xvaSlT4xsyk6lY1ESOspO
Donnie,63,147756,"['hollands', 'nederpop']",2.79,2ylIKKdMukkuprCgY4ZDFE,https://open.spotify.com/artist/2ylIKKdMukkuprCgY4ZDFE
Future,92,22422855,['rap'],3.88,1RyvyyTE3xzB2ZywiAwp0i,https://open.spotify.com/artist/1RyvyyTE3xzB2ZywiAwp0i
David Guetta,91,27070602,['edm'],3.24,1Cs0zKBU1kc0i8ypK3B9ai,https://open.spotify.com/artist/1Cs0zKBU1kc0i8ypK3B9ai
Eefje de Visser,50,86345,['nederpop'],3.99,33KABng8GO42ojFJVcABxQ,https://open.spotify.com/artist/33KABng8GO42ojFJVcABxQ
ENHYPEN,84,12806107,['k-pop'],2.7,5t5FqBwTcgKTaWmfEbwQY9,https://open.spotify.com/artist/5t5FqBwTcgKTaWmfEbwQY9
EZG,53,59259,"['hardcore', 'hardstyle', 'frenchcore']",2.87,19a4917FBnuYz90ezDrKv4,https://open.spotify.com/artist/19a4917FBnuYz90ezDrKv4
Eminem,92,103680169,"['rap', 'hip hop']",4.87,7dGJo4pcD2V6oG8kP0tJRR,https://open.spotify.com/artist/7dGJo4pcD2V6oG8kP0tJRR
Eves Laurent,59,69173,[],2.9,5QWQYxfuoNq7iJBlbIAYRS,https://open.spotify.com/artist/5QWQYxfuoNq7iJBlbIAYRS
Enya,75,2544050,"['new age', 'celtic']",3.5,6uothxMWeLWIhsGeF7cyo4,https://open.spotify.com/artist/6uothxMWeLWIhsGeF7cyo4
Ludovico Einaudi,81,3953235,"['neoclassical', 'classical']",4.72,2uFUBdaVGtyMqckSeCl0Qj,https://open.spotify.com/artist/2uFUBdaVGtyMqckSeCl0Qj
Ely Oaks,77,179948,['hypertechno'],2.07,2MdFJmUQf3ckA99IhFF9my,https://open.spotify.com/artist/2MdFJmUQf3ckA99IhFF9my
Esko,56,82121,[],2.86,0rQ69yrbz7CeUmXUn1beIj,https://open.spotify.com/artist/0rQ69yrbz7CeUmXUn1beIj
Efteling,54,61761,"[""children's music""]",2.55,2y1TgaVWL39MJOI15PTKAN,https://open.spotify.com/artist/2y1TgaVWL39MJOI15PTKAN
Emma Heesters,59,238870,"['hollands', 'nederpop']",3.09,3898xesz6JuQkpz7Kiu4uM,https://open.spotify.com/artist/3898xesz6JuQkpz7Kiu4uM
Empire Of The Sun,81,1977839,[],3.71,67hb7towEyKvt5Z8Bx306c,https://open.spotify.com/artist/67hb7towEyKvt5Z8Bx306c
Elvis Presley,80,10914515,"['rockabilly', 'rock and roll']",2.87,43ZHCT0cAZBISjO8DG9PnE,https://open.spotify.com/artist/43ZHCT0cAZBISjO8DG9PnE
Eloi Youssef,38,7896,[],3.45,4y0egYlrx2v3IzeciScO2A,https://open.spotify.com/artist/4y0egYlrx2v3IzeciScO2A
Emms,57,25086,[],2.75,2AkaK2DXdBUWYjpwOHoKs2,https://open.spotify.com/artist/2AkaK2DXdBUWYjpwOHoKs2
Eros Ramazzotti,74,2496107,['italo dance'],4.35,61J0BktHv7PuP3tjTPYXSX,https://open.spotify.com/artist/61J0BktHv7PuP3tjTPYXSX
Ellie Goulding,82,13155725,[],3.74,0X2BH1fck6amBIoJhDVmmJ,https://open.spotify.com/artist/0X2BH1fck6amBIoJhDVmmJ
Elton John,84,15387661,[],4.31,3PhoLpVuITZKcymswpck5b,https://open.spotify.com/artist/3PhoLpVuITZKcymswpck5b
EJAE,93,273808,['k-pop'],3.14,0RMJOzHDhAKY1o2j0W0vxY,https://open.spotify.com/artist/0RMJOzHDhAKY1o2j0W0vxY
Effe Serieus,58,5741,['hollands'],2.35,3NRhf1UyPB4XwxBq1eQE93,https://open.spotify.com/artist/3NRhf1UyPB4XwxBq1eQE93
Madonna,82,8736623,[],4.43,6tbjWDEIzxoDsBA1FuhfPW,https://open.spotify.com/artist/6tbjWDEIzxoDsBA1FuhfPW
Morad,82,4470158,[],3.64,4az97MtWmBQ5Db3GfDh9j9,https://open.spotify.com/artist/4az97MtWmBQ5Db3GfDh9j9
Fantasm,58,190872,"['hard techno', 'techno', 'tekno', 'hardcore techno', 'industrial']",4.48,0copVQkrcbfv5CzOyXuLKy,https://open.spotify.com/artist/0copVQkrcbfv5CzOyXuLKy
Franky Rizardo,61,83268,"['house', 'tech house']",3.52,2UgphhGSlC9QWgaZWUOCkl,https://open.spotify.com/artist/2UgphhGSlC9QWgaZWUOCkl
Fresku,51,85656,[],3.81,5m1cLmgZIfEYPLejhLFR10,https://open.spotify.com/artist/5m1cLmgZIfEYPLejhLFR10
Fred again..,80,2128678,"['stutter house', 'house']",3.8,4oLeXFyACqeem2VImYeBFe,https://open.spotify.com/artist/4oLeXFyACqeem2VImYeBFe
Fontaines D.C.,74,1091060,['post-punk'],4.03,3SXwqSqAoBz9WCI9PDQzY6,https://open.spotify.com/artist/3SXwqSqAoBz9WCI9PDQzY6
Flaire,46,8031,['nederpop'],3.15,24prX5FxY9YygEvM0AkXOH,https://open.spotify.com/artist/24prX5FxY9YygEvM0AkXOH
Frenna,71,659152,[],2.63,6m1LYS5NQonxjOcQFPQOb5,https://open.spotify.com/artist/6m1LYS5NQonxjOcQFPQOb5
Florence + The Machine,81,7183900,['baroque pop'],3.94,1moxjboGR7GNWYIMWsRjgG,https://open.spotify.com/artist/1moxjboGR7GNWYIMWsRjgG
Fleetwood Mac,87,13788675,"['classic rock', 'yacht rock', 'soft rock']",4.0,08GQAI4eElDnROBrJRGE0X,https://open.spotify.com/artist/08GQAI4eElDnROBrJRGE0X
FISHER,79,1170057,"['tech house', 'house']",3.04,1VJ0briNOlXRtJUAzoUJdt,https://open.spotify.com/artist/1VJ0briNOlXRtJUAzoUJdt
Frank Ocean,88,19984254,[],4.7,2h93pZq0e7k5yf4dywlkpM,https://open.spotify.com/artist/2h93pZq0e7k5yf4dywlkpM
Froukje,58,116815,['nederpop'],2.92,0uBVyPbLZRDNEBiA4fZUlp,https://open.spotify.com/artist/0uBVyPbLZRDNEBiA4fZUlp
Frank Van Etten,54,50628,['hollands'],3.28,6idunrSGiChqlZG6MJVhHM,https://open.spotify.com/artist/6idunrSGiChqlZG6MJVhHM
FLEMMING,60,388627,"['hollands', 'nederpop']",2.66,0YLlTW9rW7ZCy2cA2u3RYk,https://open.spotify.com/artist/0YLlTW9rW7ZCy2cA2u3RYk
Frsh,59,67030,[],2.06,19CxlXaWOlZh2pqZrJlHxN,https://open.spotify.com/artist/19CxlXaWOlZh2pqZrJlHxN
Frank Sinatra,80,8298874,"['christmas', 'big band', 'adult standards', 'swing music', 'jazz', 'vocal jazz']",3.21,1Mxqyy3pSjf8kZZL4QVxS0,https://open.spotify.com/artist/1Mxqyy3pSjf8kZZL4QVxS0
Fatah,57,109248,[],3.12,5tzrNHhl5pR4ljkkaz4DHN,https://open.spotify.com/artist/5tzrNHhl5pR4ljkkaz4DHN
Frans Bauer,52,135362,"['hollands', 'nederpop']",3.2,0v4CvkMzWBQ1wZIMl2BqQW,https://open.spotify.com/artist/0v4CvkMzWBQ1wZIMl2BqQW
Lost Frequencies,80,3087582,['tropical house'],2.71,7f5Zgnp2spUuuzKplmRkt7,https://open.spotify.com/artist/7f5Zgnp2spUuuzKplmRkt7
Flo Rida,83,8943114,[],3.68,0jnsk9HBra6NMjO2oANoPY,https://open.spotify.com/artist/0jnsk9HBra6NMjO2oANoPY
Pharrell Williams,83,5269838,[],4.11,2RdwBSPQiwcmiDo9kixcl8,https://open.spotify.com/artist/2RdwBSPQiwcmiDo9kixcl8
Ronnie Flex,71,608590,['nederpop'],2.68,5eir5zFJpES4j7gsymbVyl,https://open.spotify.com/artist/5eir5zFJpES4j7gsymbVyl
