Name,Popularity,Followers,Genres,Average_top_song_length_in_min,Spotify_ID,Spotify_URL
Ghost,77,3726512,"['metal', 'hard rock']",4.44,1Qp56T7n950O3EGMsSl81D,https://open.spotify.com/artist/1Qp56T7n950O3EGMsSl81D
Gorillaz,86,14129147,[],3.99,3AA28KZvwAUcZuOKwyblJQ,https://open.spotify.com/artist/3AA28KZvwAUcZuOKwyblJQ
Gunna,90,10130755,['melodic rap'],2.49,2hlmm7s2ICUX0LVIhVFlZQ,https://open.spotify.com/artist/2hlmm7s2ICUX0LVIhVFlZQ
Gotu Jim,50,12686,"['hard house', 'nederpop']",3.65,5rpTehBPpr3mo7L0ZDZhrQ,https://open.spotify.com/artist/5rpTehBPpr3mo7L0ZDZhrQ
Goldkimono,49,26421,[],3.34,3krHIfEy37pVe0zjdisDBk,https://open.spotify.com/artist/3krHIfEy37pVe0zjdisDBk
GIMS,85,7420764,"['french rap', 'french r&b', 'french pop', 'pop urbaine']",3.01,0GOx72r5AAEKRGQFn3xqXK,https://open.spotify.com/artist/0GOx72r5AAEKRGQFn3xqXK
Gracie Abrams,87,7056422,[],3.41,4tuJ0bMpJh08umKkEXKUI5,https://open.spotify.com/artist/4tuJ0bMpJh08umKkEXKUI5
Gerard Cox,42,12696,"['hollands', 'nederpop']",3.61,7fZiIcfYlK7sJbKpZLZSUh,https://open.spotify.com/artist/7fZiIcfYlK7sJbKpZLZSUh
GIVĒON,82,5107490,['r&b'],3.31,4fxd5Ee7UefO4CUXgwJ7IP,https://open.spotify.com/artist/4fxd5Ee7UefO4CUXgwJ7IP
Guus Meeuwis,59,442873,"['nederpop', 'hollands']",3.71,72qVrKXRp9GeFQOesj0Pmv,https://open.spotify.com/artist/72qVrKXRp9GeFQOesj0Pmv
Green Day,85,17171769,"['punk', 'pop punk']",3.7,7oPftvlwr6VrsViSDV7fJY,https://open.spotify.com/artist/7oPftvlwr6VrsViSDV7fJY
Goldband,57,152458,"['nederpop', 'hollands']",3.82,6mS5GeFyhea6w9OKo8PO3p,https://open.spotify.com/artist/6mS5GeFyhea6w9OKo8PO3p
Gipsy Kings,69,1054141,['flamenco'],3.72,3jc496ljiyrS3ECrD7QiqL,https://open.spotify.com/artist/3jc496ljiyrS3ECrD7QiqL
Gregossan,53,23881,[],2.49,0p2nWJAXVkj0IkhGiTcPdC,https://open.spotify.com/artist/0p2nWJAXVkj0IkhGiTcPdC
Guns N' Roses,83,34859550,"['rock', 'glam metal', 'hard rock', 'classic rock']",5.89,3qm84nBOXUEQ2vnTfUTTFC,https://open.spotify.com/artist/3qm84nBOXUEQ2vnTfUTTFC
GP UIT G,51,3907,[],2.36,4dgbnJmnTFDiJiKloaWH2p,https://open.spotify.com/artist/4dgbnJmnTFDiJiKloaWH2p
Golden Earring,57,305840,"['nederpop', 'classic rock']",4.95,1iTlOqIrZy8DlvCPJY2sjS,https://open.spotify.com/artist/1iTlOqIrZy8DlvCPJY2sjS
George Michael,75,5593992,[],5.3,19ra5tSw0tWufvUp8GotLo,https://open.spotify.com/artist/19ra5tSw0tWufvUp8GotLo
Gerard Joling,53,93742,"['hollands', 'nederpop']",3.84,5V2zReaoPvB7EsZ4160uLG,https://open.spotify.com/artist/5V2zReaoPvB7EsZ4160uLG
Gabry Ponte,76,706666,"['slap house', 'italo dance']",2.87,5ENS85nZShljwNgg4wFD7D,https://open.spotify.com/artist/5ENS85nZShljwNgg4wFD7D
Sting,75,3819143,['soft rock'],4.25,0Ty63ceoRnnJKVEYP0VQpk,https://open.spotify.com/artist/0Ty63ceoRnnJKVEYP0VQpk
The Goo Goo Dolls,80,3407214,[],4.15,2sil8z5kiy4r76CRTXxBCA,https://open.spotify.com/artist/2sil8z5kiy4r76CRTXxBCA
Hermanos Gutiérrez,71,774369,[],3.05,73mSg0dykFyhvU96tb5xQV,https://open.spotify.com/artist/73mSg0dykFyhvU96tb5xQV
Hunxho,68,616781,[],2.78,508weSx4HBumrGggFmc7br,https://open.spotify.com/artist/508weSx4HBumrGggFmc7br
horsegiirL,55,124549,[],3.01,0auP293abZeTWwMUi3fZw2,https://open.spotify.com/artist/0auP293abZeTWwMUi3fZw2
Holy Priest,71,372167,"['hard techno', 'techno', 'tekno', 'hardcore techno']",2.87,5UG2ipdnA4vk8Eevkf1s06,https://open.spotify.com/artist/5UG2ipdnA4vk8Eevkf1s06
HIGH SOCIETY,57,3768,[],2.73,4jKqyxQfzYrfO3MvccH7Ps,https://open.spotify.com/artist/4jKqyxQfzYrfO3MvccH7Ps
HAEVN,61,214025,[],4.0,65Tmt9uAPTYGl1ZhsOeEJ6,https://open.spotify.com/artist/65Tmt9uAPTYGl1ZhsOeEJ6
HUGEL,82,630307,"['latin house', 'afro house', 'techengue']",2.92,5PlfkPxwCpRRWQJBxCa0By,https://open.spotify.com/artist/5PlfkPxwCpRRWQJBxCa0By
Herman van Veen,50,90910,"['nederpop', 'hollands']",3.33,5jWFYMXC1s1pj0u22ps4Sh,https://open.spotify.com/artist/5jWFYMXC1s1pj0u22ps4Sh
Hef,61,196828,[],3.1,7ge3QfYPMTjDbMoVLuuIuJ,https://open.spotify.com/artist/7ge3QfYPMTjDbMoVLuuIuJ
Henk Wijngaard,52,54327,"['hollands', 'polka', 'nederpop']",3.33,0EyzZUO2ycn0hLjKDFT7Hb,https://open.spotify.com/artist/0EyzZUO2ycn0hLjKDFT7Hb
Halsey,84,22311239,[],3.56,26VFTg2z8YR0cCuwLzESi2,https://open.spotify.com/artist/26VFTg2z8YR0cCuwLzESi2
Hans Zimmer,80,4717274,['soundtrack'],3.01,0YC192cP3KPCRWx8zr8MfZ,https://open.spotify.com/artist/0YC192cP3KPCRWx8zr8MfZ
Hannah Mae,58,65829,"['nederpop', 'hollands']",2.98,5oNWzcU0mYK1zDUxBGHIaG,https://open.spotify.com/artist/5oNWzcU0mYK1zDUxBGHIaG
Harry Styles,84,33996719,[],4.0,6KImCVD70vtIoJWnq6nGn3,https://open.spotify.com/artist/6KImCVD70vtIoJWnq6nGn3
Hozier,86,9049486,[],4.06,2FXC3k01G6Gw61bmprjgqS,https://open.spotify.com/artist/2FXC3k01G6Gw61bmprjgqS
HUNTR/X,92,2756436,['k-pop'],3.31,2yNNYQBChuox9A5Ka93BIn,https://open.spotify.com/artist/2yNNYQBChuox9A5Ka93BIn
Henkie T,58,140320,[],2.88,3n51Vz9Zb9aFmoXmXZ50El,https://open.spotify.com/artist/3n51Vz9Zb9aFmoXmXZ50El
Hekje31,55,37809,[],3.13,010ZclHHy7BrTO5AQ0xGgn,https://open.spotify.com/artist/010ZclHHy7BrTO5AQ0xGgn
Whitney Houston,79,11466716,[],4.52,6XpaIBNiVzIetEPCWDvAFP,https://open.spotify.com/artist/6XpaIBNiVzIetEPCWDvAFP
JAY-Z,86,10259528,"['hip hop', 'east coast hip hop', 'rap']",3.9,3nFkdlSjzX9mRTtwJOzDYB,https://open.spotify.com/artist/3nFkdlSjzX9mRTtwJOzDYB
Igorrr,55,286858,"['breakcore', 'avant-garde']",4.05,2p2uE4i92Dn4DkThfoKIB9,https://open.spotify.com/artist/2p2uE4i92Dn4DkThfoKIB9
I Prevail,73,1836128,"['metalcore', 'metal']",3.44,3Uobr6LgQpBbk6k4QGAb3V,https://open.spotify.com/artist/3Uobr6LgQpBbk6k4QGAb3V
IDLES,63,828779,"['post-punk', 'punk', 'noise rock']",3.58,75mafsNqNE1WSEVxIKuY5C,https://open.spotify.com/artist/75mafsNqNE1WSEVxIKuY5C
Iron Maiden,75,10297737,"['heavy metal', 'metal', 'hard rock', 'rock']",5.29,6mdiAmATAx73kdxrNrnlao,https://open.spotify.com/artist/6mdiAmATAx73kdxrNrnlao
ian,71,655701,[],2.34,23hzc59PkIUau13dqXx5Ef,https://open.spotify.com/artist/23hzc59PkIUau13dqXx5Ef
ILLIT,78,3496421,['k-pop'],2.81,36cgvBn0aadzOijnjjwqMN,https://open.spotify.com/artist/36cgvBn0aadzOijnjjwqMN
ILLIE,53,16061,[],2.77,04fDz5ShbYBrGXsujOoVT5,https://open.spotify.com/artist/04fDz5ShbYBrGXsujOoVT5
Isabèl Usher,49,18674,['nederpop'],3.05,66Q9dkZ7EXdwU2h6tEkUdC,https://open.spotify.com/artist/66Q9dkZ7EXdwU2h6tEkUdC
İbrahim Tatlıses,67,2812177,"['arabesk', 'oyun havasi', 'turkish pop']",4.06,0gPgE6wLLiPnrakh9WcsdQ,https://open.spotify.com/artist/0gPgE6wLLiPnrakh9WcsdQ
Idaly,66,120092,[],2.66,1EYdbYpGAuJy6uZo4sVMoM,https://open.spotify.com/artist/1EYdbYpGAuJy6uZo4sVMoM
Ice Cube,76,10935100,"['gangster rap', 'west coast hip hop', 'old school hip hop', 'g-funk', 'hip hop']",4.23,3Mcii5XWf6E0lrY3Uky4cA,https://open.spotify.com/artist/3Mcii5XWf6E0lrY3Uky4cA
Inez,52,105822,['moroccan pop'],2.79,2sGGaKKex7GgNlH1DRXZSa,https://open.spotify.com/artist/2sGGaKKex7GgNlH1DRXZSa
Ice Spice,74,4736690,[],2.24,3LZZPxNDGDFVSIPqf4JuEf,https://open.spotify.com/artist/3LZZPxNDGDFVSIPqf4JuEf
Imagine Dragons,89,58129877,[],3.23,53XhwfbYqKCa1cC15pYq2q,https://open.spotify.com/artist/53XhwfbYqKCa1cC15pYq2q
ICE,46,44757,[],2.61,2lijXumljJXXrdagON1wtM,https://open.spotify.com/artist/2lijXumljJXXrdagON1wtM
Ismo,49,181118,[],3.26,2vRJ1xr5DT4PdBnM63DBJZ,https://open.spotify.com/artist/2vRJ1xr5DT4PdBnM63DBJZ
Ilse DeLange,49,270127,['nederpop'],3.76,3FTKP1k9VbOng3m1rgnsqx,https://open.spotify.com/artist/3FTKP1k9VbOng3m1rgnsqx
INNA,74,1511707,['europop'],3.45,2w9zwq3AktTeYYMuhMjju8,https://open.spotify.com/artist/2w9zwq3AktTeYYMuhMjju8
Sebastian Ingrosso,72,1005717,['edm'],3.85,6hyMWrxGBsOx6sWcVj1DqP,https://open.spotify.com/artist/6hyMWrxGBsOx6sWcVj1DqP
Indila,73,2501404,['french pop'],4.03,0FEJqmeLRzsXj8hgcZaAyB,https://open.spotify.com/artist/0FEJqmeLRzsXj8hgcZaAyB
Imogen Heap,78,1091142,[],3.44,6Xb4ezwoAQC4516kI89nWz,https://open.spotify.com/artist/6Xb4ezwoAQC4516kI89nWz
Julio Iglesias,74,3545861,['bolero'],4.21,4etuCZVdP8yiNPn4xf0ie5,https://open.spotify.com/artist/4etuCZVdP8yiNPn4xf0ie5
Doechii,81,3180418,[],3.04,4E2rKHVDssGJm2SCDOMMJB,https://open.spotify.com/artist/4E2rKHVDssGJm2SCDOMMJB
Eagles,79,12056709,"['classic rock', 'yacht rock', 'soft rock']",4.78,0ECwFtbIWEVNwjlrfc6xoL,https://open.spotify.com/artist/0ECwFtbIWEVNwjlrfc6xoL
Enrique Iglesias,81,11865955,"['latin pop', 'latin']",3.68,7qG3b048QCHVRO5Pv1T5lw,https://open.spotify.com/artist/7qG3b048QCHVRO5Pv1T5lw
Jul,85,12467270,"['french rap', 'pop urbaine']",3.54,3IW7ScrzXmPvZhB27hmfgy,https://open.spotify.com/artist/3IW7ScrzXmPvZhB27hmfgy
Joost,67,943724,"['gabber', 'europop']",2.26,6s5ubAp65wXoTZefE01RNR,https://open.spotify.com/artist/6s5ubAp65wXoTZefE01RNR
Juice WRLD,89,42086435,"['melodic rap', 'emo rap']",3.25,4MCBfE4596Uoi2O4DtmEMz,https://open.spotify.com/artist/4MCBfE4596Uoi2O4DtmEMz
Josylvio,64,621982,[],3.22,1wFoE1RwBMWoWkXcFrCgsx,https://open.spotify.com/artist/1wFoE1RwBMWoWkXcFrCgsx
Jordymone9,54,57456,[],3.2,60gg31QLbNuGwl12YPBAUK,https://open.spotify.com/artist/60gg31QLbNuGwl12YPBAUK
Jannes,52,98626,"['hollands', 'nederpop']",3.46,02ydjJPvRKpejxRzZyHdaq,https://open.spotify.com/artist/02ydjJPvRKpejxRzZyHdaq
JID,80,2214559,[],3.63,6U3ybJ9UHNKEdsH7ktGBZ7,https://open.spotify.com/artist/6U3ybJ9UHNKEdsH7ktGBZ7
Jack,56,43744,[],2.55,7CIYYEGtuTl0sjwEY8ihGh,https://open.spotify.com/artist/7CIYYEGtuTl0sjwEY8ihGh
JoeyAK,60,224751,[],3.29,4iCzh7b2cLbHVsPOwhr8W0,https://open.spotify.com/artist/4iCzh7b2cLbHVsPOwhr8W0
De Jeugd Van Tegenwoordig,54,176044,"['nederpop', 'hollands']",4.24,1u7uShzlA1tXJeox3jMFPq,https://open.spotify.com/artist/1u7uShzlA1tXJeox3jMFPq
John Mayer,79,6194092,['singer-songwriter'],3.75,0hEurMDQu99nJRq8pTxO14,https://open.spotify.com/artist/0hEurMDQu99nJRq8pTxO14
James Arthur,83,20731492,['soft pop'],3.69,4IWBUUAFIplrNtaOHcJPRM,https://open.spotify.com/artist/4IWBUUAFIplrNtaOHcJPRM
Jan Smit,61,234697,"['hollands', 'nederpop']",3.23,7iR5h6yGnTiswjsmj624Rq,https://open.spotify.com/artist/7iR5h6yGnTiswjsmj624Rq
Jonna Fraser,66,282711,[],3.22,5adKMaYrGOMyOfnbiLPuHg,https://open.spotify.com/artist/5adKMaYrGOMyOfnbiLPuHg
J. Cole,86,26920252,['rap'],4.0,6l3HvQ5sa6mXTsMTB19rO5,https://open.spotify.com/artist/6l3HvQ5sa6mXTsMTB19rO5
Jelly Roll,83,5978633,"['country hip hop', 'country']",3.22,19k8AgwwTSxeaxkOuCQEJs,https://open.spotify.com/artist/19k8AgwwTSxeaxkOuCQEJs
Juf Roos,62,42935,"[""children's music""]",1.3,0iPd49ijIfA2JCZSZ4QDPv,https://open.spotify.com/artist/0iPd49ijIfA2JCZSZ4QDPv
Justin Timberlake,85,15682018,[],5.04,31TPClRtHm23RisEBtV3X7,https://open.spotify.com/artist/31TPClRtHm23RisEBtV3X7
John West,59,51462,['hollands'],2.8,1gNkL43OfyaGHUThYKYvMy,https://open.spotify.com/artist/1gNkL43OfyaGHUThYKYvMy
Billy Joel,82,7301922,['soft rock'],4.06,6zFYqv1mOsgBRQbae3JJ9e,https://open.spotify.com/artist/6zFYqv1mOsgBRQbae3JJ9e
J Balvin,90,38897971,"['reggaeton', 'latin']",4.04,1vyhD5VmyZ7KMfW5gqLgo5,https://open.spotify.com/artist/1vyhD5VmyZ7KMfW5gqLgo5
KI/KI,61,77947,"['hard house', 'acid techno', 'techno', 'trance']",3.65,0UMs6dTf23FC2fHc40fXNS,https://open.spotify.com/artist/0UMs6dTf23FC2fHc40fXNS
KETTAMA,66,139883,"['hard house', 'uk garage']",4.36,3an9rnsXKPCAMlZgH4A0n4,https://open.spotify.com/artist/3an9rnsXKPCAMlZgH4A0n4
Keinemusik,77,530690,"['afro house', 'melodic house', 'house', 'afro tech']",5.09,26WKgv73kRHD0gEDKD1i8j,https://open.spotify.com/artist/26WKgv73kRHD0gEDKD1i8j
KATSEYE,87,4299612,['k-pop'],2.68,3c0gDdb9lhnHGFtP4prQpn,https://open.spotify.com/artist/3c0gDdb9lhnHGFtP4prQpn
Kybba,71,239720,"['shatta', 'dancehall', 'moombahton']",2.25,5I8OAPN5jY1wvHwpnsRRsA,https://open.spotify.com/artist/5I8OAPN5jY1wvHwpnsRRsA
Kanye West,93,30785885,['rap'],4.5,5K4W6rqBFWDnAN6FQUkS6x,https://open.spotify.com/artist/5K4W6rqBFWDnAN6FQUkS6x
Kensington,58,464211,['nederpop'],3.48,5hHcAWKNV84BEbkRnbQ6A7,https://open.spotify.com/artist/5hHcAWKNV84BEbkRnbQ6A7
kans,48,8480,['sexy drill'],2.74,5giLuovJmGDbdWieMDoLyr,https://open.spotify.com/artist/5giLuovJmGDbdWieMDoLyr
Kevin,66,197030,[],2.97,0IxgA9wO4Op3CSnPlhfwV1,https://open.spotify.com/artist/0IxgA9wO4Op3CSnPlhfwV1
Kinderen voor Kinderen,61,236993,"[""children's music""]",2.91,7evlWm7RyagYqxSQN5E6UN,https://open.spotify.com/artist/7evlWm7RyagYqxSQN5E6UN
Krezip,52,123677,['nederpop'],3.47,0ZLfGbfO9xjpfna1pN8BeX,https://open.spotify.com/artist/0ZLfGbfO9xjpfna1pN8BeX
Kendrick Lamar,93,43959854,"['hip hop', 'west coast hip hop']",4.12,2YZyLoL8N0Wb9xBt1NhZWg,https://open.spotify.com/artist/2YZyLoL8N0Wb9xBt1NhZWg
KA,61,134699,[],3.3,7DpYMZzVNrjqw1geHziUEd,https://open.spotify.com/artist/7DpYMZzVNrjqw1geHziUEd
KAROL G,92,59580857,"['reggaeton', 'latin', 'urbano latino']",3.2,790FomKkXshlbRYZFtlgla,https://open.spotify.com/artist/790FomKkXshlbRYZFtlgla
Kraantje Pappie,62,292338,"['nederpop', 'hollands']",3.07,5yDkaiPTFbHGWCMXAEBt5Q,https://open.spotify.com/artist/5yDkaiPTFbHGWCMXAEBt5Q
Katy Perry,87,38099730,['pop'],3.62,6jJ0s89eD6GaHleKKya26X,https://open.spotify.com/artist/6jJ0s89eD6GaHleKKya26X
KM,60,40669,[],2.87,0MSYpagcvnSP2o91Ji2OCw,https://open.spotify.com/artist/0MSYpagcvnSP2o91Ji2OCw
KPop Demon Hunters Cast,95,1255765,['k-pop'],3.16,7mW7Tv7NvywKKXqafZo0Lc,https://open.spotify.com/artist/7mW7Tv7NvywKKXqafZo0Lc
Queen,86,54891626,"['classic rock', 'rock', 'glam rock']",3.86,1dfeR4HaWDbWqFHLkxsg1d,https://open.spotify.com/artist/1dfeR4HaWDbWqFHLkxsg1d
Kris Kross Amsterdam,64,258320,['hollands'],2.74,4LcUpNlXFEleaLlelmkv2R,https://open.spotify.com/artist/4LcUpNlXFEleaLlelmkv2R
Lijpe,68,610981,[],3.9,6INEFmHKLhMIJAQzHUBAMd,https://open.spotify.com/artist/6INEFmHKLhMIJAQzHUBAMd
LAMMER,40,6519,['hard house'],4.18,5XCMynHbftLKbZ0Mp6iHdc,https://open.spotify.com/artist/5XCMynHbftLKbZ0Mp6iHdc
Lauren Spencer Smith,71,1743855,[],2.9,79AyR6ATpj2LTPxfb6FX50,https://open.spotify.com/artist/79AyR6ATpj2LTPxfb6FX50
Laufey,87,8160848,[],3.33,7gW0r5CkdEUMm42w9XpyZO,https://open.spotify.com/artist/7gW0r5CkdEUMm42w9XpyZO
Limp Bizkit,82,7961416,"['nu metal', 'rap metal', 'alternative metal', 'rap rock']",4.16,165ZgPlLkK7bf5bDoFc6Sb,https://open.spotify.com/artist/165ZgPlLkK7bf5bDoFc6Sb
Lil Kleine,71,1129758,[],2.87,3AlRiyjMywTVNzTcHbf9QT,https://open.spotify.com/artist/3AlRiyjMywTVNzTcHbf9QT
Lil Peep,86,15471869,"['emo rap', 'cloud rap']",2.64,2kCcBybjl3SAtIcwdWpUe3,https://open.spotify.com/artist/2kCcBybjl3SAtIcwdWpUe3
Loyle Carner,67,815902,"['jazz rap', 'indie soul']",3.43,4oDjh8wNW5vDHyFRrDYC4k,https://open.spotify.com/artist/4oDjh8wNW5vDHyFRrDYC4k
Lvbel C5,78,4334656,"['turkish hip hop', 'drill', 'turkish pop']",1.96,0V2oXYR7DtrZAEFeILRW2r,https://open.spotify.com/artist/0V2oXYR7DtrZAEFeILRW2r
Linkin Park,92,31360594,"['nu metal', 'rap metal', 'rock', 'alternative metal']",3.12,6XyY86QOPPrYVGvF9ch6wz,https://open.spotify.com/artist/6XyY86QOPPrYVGvF9ch6wz
Lewis Capaldi,82,13896517,['soft pop'],3.46,4GNC7GD6oZMSxPGyXy4MNB,https://open.spotify.com/artist/4GNC7GD6oZMSxPGyXy4MNB
Lola Young,82,1387226,[],3.85,67FB4n52MgexGQIG8s0yUH,https://open.spotify.com/artist/67FB4n52MgexGQIG8s0yUH
Lana Del Rey,92,50848585,[],4.58,00FQb4jTyendYWaN8pK0wa,https://open.spotify.com/artist/00FQb4jTyendYWaN8pK0wa
Lady Gaga,93,41425771,"['art pop', 'pop']",3.93,1HY2Jd0NmPuamShAr6KMms,https://open.spotify.com/artist/1HY2Jd0NmPuamShAr6KMms
Lil Baby,89,21418208,[],2.81,5f7VJjfbwm532GiveGC0ZK,https://open.spotify.com/artist/5f7VJjfbwm532GiveGC0ZK
Leblanco,60,49560,[],2.79,3xPDzlchimtvIGqPc1lZl2,https://open.spotify.com/artist/3xPDzlchimtvIGqPc1lZl2
Lorde,84,10485029,[],3.8,163tK9Wjr9P9DmM0AVK7lm,https://open.spotify.com/artist/163tK9Wjr9P9DmM0AVK7lm
LUNA,60,27237,['nederpop'],2.97,7eBiPPZezCgV5rrO5x47qf,https://open.spotify.com/artist/7eBiPPZezCgV5rrO5x47qf
LA$$A,58,16577,['hollands'],2.33,36WPIJMvnC1lSvjwMHrGAR,https://open.spotify.com/artist/36WPIJMvnC1lSvjwMHrGAR
Mainstreet,37,16656,[],3.26,6IIs5PK42rSjMdCnS3D2w6,https://open.spotify.com/artist/6IIs5PK42rSjMdCnS3D2w6
Marlon Hoffstadt,67,175528,"['hard house', 'eurodance', 'trance', 'techno']",3.19,0HHa7ZJZxUQlg5l2mB0N0f,https://open.spotify.com/artist/0HHa7ZJZxUQlg5l2mB0N0f
Muse,79,8420817,"['alternative rock', 'rock']",4.4,12Chz98pHFMPJEknJQMWvI,https://open.spotify.com/artist/12Chz98pHFMPJEknJQMWvI
Milolaathetlukken,54,13641,[],2.14,31RYhg7Auitqp3eg9rTB9i,https://open.spotify.com/artist/31RYhg7Auitqp3eg9rTB9i
Metallica,86,31834478,"['metal', 'thrash metal', 'rock', 'heavy metal', 'hard rock']",6.15,2ye2Wgw4gimLv2eAKyk1NB,https://open.spotify.com/artist/2ye2Wgw4gimLv2eAKyk1NB
Morgan Wallen,93,13728485,['country'],3.1,4oUHIQIBe0LHzYfvXNW4QM,https://open.spotify.com/artist/4oUHIQIBe0LHzYfvXNW4QM
Mac DeMarco,83,7874982,"['indie', 'lo-fi indie']",3.41,3Sz7ZnJQBIHsXLUSo0OQtM,https://open.spotify.com/artist/3Sz7ZnJQBIHsXLUSo0OQtM
Martin Garrix,79,15137342,"['edm', 'electronica', 'progressive house']",3.39,60d24wfXkVzDSfLS6hyCjZ,https://open.spotify.com/artist/60d24wfXkVzDSfLS6hyCjZ
Mac Miller,85,12094603,[],3.86,4LLpKhyESsyAXpc4laK94U,https://open.spotify.com/artist/4LLpKhyESsyAXpc4laK94U
Mula B,60,248963,[],3.23,6zEaCvF0CqEHs7kFyBkLHi,https://open.spotify.com/artist/6zEaCvF0CqEHs7kFyBkLHi
Michael Jackson,87,36953856,[],4.63,3fMbdgg4jU18AjLCKBhRSm,https://open.spotify.com/artist/3fMbdgg4jU18AjLCKBhRSm
MEAU,61,212765,"['nederpop', 'hollands']",3.13,2F3Mdh2idBVOiMTxXoxc10,https://open.spotify.com/artist/2F3Mdh2idBVOiMTxXoxc10
Marco Borsato,58,717376,"['nederpop', 'hollands']",4.36,3D2GUXbtlL3r2d5HJEnsFD,https://open.spotify.com/artist/3D2GUXbtlL3r2d5HJEnsFD
Maan,57,315124,"['nederpop', 'hollands']",3.13,5vmwWgrlwCfHm1P0vdDFbU,https://open.spotify.com/artist/5vmwWgrlwCfHm1P0vdDFbU
Miley Cyrus,85,26426650,[],3.8,5YGY8feqx7naU7z4HrwZM6,https://open.spotify.com/artist/5YGY8feqx7naU7z4HrwZM6
